0 0 0 -1.7366e-18
0 4 0 0
0 8 0 0
0 12 0 1.64233e-18
0 16 0 0
0 20 0 2.71846e-18
0 24 3.17086e-18 -3.17086e-18
0 28 -5.52466e-18 -5.52466e-18
0 32 0 5.0984e-18
0 36 0 -3.57445e-18
0 40 0 0
0 44 0 -1.07478e-17
0 48 0 0
0 52 -7.60635e-18 -1.52127e-17
0 56 3.39275e-18 3.39275e-18
0 60 0 0
0 64 0 0
0 68 0 0
0 72 0 -5.8831e-18
0 76 0 1.07478e-17
0 80 1.05847e-18 1.05847e-18
0 84 0 0
0 88 0 2.5492e-18
0 92 0 0
0 96 0 0
0 100 0 0
0 104 0 -1.65346e-18
0 108 0 -3.2844e-18
0 112 1.70771e-18 0
0 116 0 0
0 120 0 1.76004e-18
0 124 0 0
4 0 0 0
4 4 0.00130698 0.00110306
4 8 -0.0340062 -0.00924284
4 12 -0.0149008 -0.00248142
4 16 -0.0908645 -0.00665351
4 20 0.0569403 -0.0984211
4 24 -0.0601184 0.00110155
4 28 0.0111597 -0.0897211
4 32 -0.0554337 -0.0193211
4 36 0.0472728 0.0034466
4 40 0.0738114 0.0189797
4 44 0.0412006 -0.017134
4 48 -0.0134283 0.0192712
4 52 -0.0311204 -0.0154734
4 56 0.061884 0.026886
4 60 0.11394 -1.64948e-11
4 64 0.061884 -0.026886
4 68 -0.0311204 0.0154734
4 72 -0.0134283 -0.0192712
4 76 0.0412006 0.017134
4 80 0.0738114 -0.0189797
4 84 0.0472728 -0.0034466
4 88 -0.0554337 0.0193211
4 92 0.0111597 0.0897211
4 96 -0.0601184 -0.00110153
4 100 0.0569401 0.0984219
4 104 -0.0908667 0.0066543
4 108 -0.014892 0.00257719
4 112 -0.0335462 0.00903648
4 116 0.00186585 0.00148569
4 120 -0.00270161 0.00436768
4 124 -0.00045885 -0.000452858
8 0 -1.70933e-18 1.70933e-18
8 4 -0.0092405 -0.0339912
8 8 -0.0469624 -0.0469597
8 12 -0.0426592 -0.0519872
8 16 0.10012 0.0189555
8 20 0.0866661 0.302359
8 24 -0.0894054 0.0408084
8 28 0.0705779 0.0450434
8 32 -0.139954 -0.0604182
8 36 0.0452306 -0.144191
8 40 -0.0159131 -0.117508
8 44 -0.0592828 -0.0352142
8 48 -0.0380175 -0.0812056
8 52 0.0120195 -0.268382
8 56 -0.0297311 0.0464205
8 60 -0.060336 -9.67728e-12
8 64 -0.0297311 -0.0464205
8 68 0.0120195 0.268382
8 72 -0.0380175 0.0812056
8 76 -0.0592828 0.0352142
8 80 -0.0159131 0.117508
8 84 0.0452306 0.144191
8 88 -0.139954 0.0604182
8 92 0.0705779 -0.0450434
8 96 -0.0894055 -0.0408084
8 100 0.0866652 -0.302359
8 104 0.100102 -0.0189559
8 108 -0.0427519 0.0519351
8 112 -0.0463051 0.0459241
8 116 -0.00870696 0.0297027
8 120 -0.00252161 0.00308743
8 124 -0.00341534 -0.00371266
12 0 0 1.64232e-18
12 4 -0.00248088 -0.0149021
12 8 -0.0519871 -0.0426594
12 12 -0.00596694 -0.00596694
12 16 -0.0308364 0.0562753
12 20 0.0578841 -0.0704907
12 24 -0.00491599 0.00258371
12 28 0.0252705 -0.254606
12 32 0.0723932 0.0593859
12 36 0.0243128 -0.0302425
12 40 -0.15111 -0.231773
12 44 0.0513005 -0.0213536
12 48 -0.112054 0.142479
12 52 -0.140852 -0.0264952
12 56 0.00171979 0.0720346
12 60 -0.00300931 5.87564e-13
12 64 0.00171979 -0.0720346
12 68 -0.140852 0.0264952
12 72 -0.112054 -0.142479
12 76 0.0513005 0.0213536
12 80 -0.15111 0.231773
12 84 0.0243129 0.0302425
12 88 0.0723932 -0.0593859
12 92 0.0252705 0.254606
12 96 -0.00491598 -0.0025837
12 100 0.0578861 0.0704924
12 104 -0.0308452 -0.0562537
12 108 -0.00524 0.00581784
12 112 -0.0523794 0.0439677
12 116 0.00279793 0.00371838
12 120 -0.00516442 0.0195911
12 124 -0.0040794 -0.0118713
16 0 0 -3.30691e-18
16 4 -0.00665351 -0.0908645
16 8 0.0189555 0.10012
16 12 0.0562753 -0.0308364
