x, y, vx, vy
72, 84, 0, 0
72, 88, 0, 0
72, 92, 0, 0
72, 96, 0, 0
72, 100, 0, 0
72, 104, 0, 0
72, 108, 0, 0
72, 112, 0, 0
72, 116, 0, 0
72, 120, 0, 0
72, 124, 0, 0
72, 128, 0, 0
72, 132, 0, 0
72, 136, 0.416425, -0.271073
72, 140, 1.14739, -0.355394
72, 144, 7.13491, -0.702894
72, 148, 12.5013, -0.671909
72, 152, 11.3671, -0.652724
72, 156, 9.41748, -0.596688
72, 160, 8.43392, -0.702709
72, 164, 7.93872, -0.884406
72, 168, 6.98374, -0.684817
72, 172, 6.02825, -0.31059
72, 176, 5.48902, -0.0695893
72, 180, 5.24678, 0.0273573
72, 184, 5.12347, 0.0539798
72, 188, 5.04276, 0.0488499
72, 192, 4.98368, 0.031933
72, 196, 4.9448, 0.0190796
76, 0, 4.97138, 0.0100038
76, 4, 4.97449, 0.0245329
76, 8, 4.99166, 0.0300604
76, 12, 5.02282, 0.0288559
76, 16, 5.07043, 0.0353017
76, 20, 5.14095, 0.0607912
76, 24, 5.25997, 0.115501
76, 28, 5.54761, 0.251596
76, 32, 6.27443, 0.564024
76, 36, 7.47662, 0.980823
76, 40, 8.45438, 1.11191
76, 44, 9.11574, 0.945468
76, 48, 10.7763, 1.00446
76, 52, 12.4562, 1.10908
76, 56, 8.99937, 0.951438
76, 60, 2.45256, 0.123515
76, 64, 0.216145, -0.729471
76, 68, -0.261554, -0.250518
76, 72, 0, 0
76, 76, 0, 0
76, 80, 0, 0
76, 84, 0, 0
76, 88, 0, 0
76, 92, 0, 0
76, 96, 0, 0
76, 100, 0, 0
76, 104, 0, 0
76, 108, 0, 0
76, 112, 0, 0
76, 116, 0, 0
76, 120, 0, 0
76, 124, 0, 0
76, 128, 0, 0
76, 132, -0.484979, 0.529291
76, 136, -0.136694, 1.44978
76, 140, 1.99877, 0.677794
76, 144, 7.40965, -0.500064
76, 148, 12.5201, -0.86212
76, 152, 11.3235, -0.907909
76, 156, 9.41885, -0.870659
76, 160, 8.62743, -1.04189
76, 164, 7.74143, -0.99404
76, 168, 6.503, -0.595032
76, 172, 5.67629, -0.253199
76, 176, 5.33025, -0.0965389
76, 180, 5.18774, -0.0363137
76, 184, 5.10489, -0.0104484
76, 188, 5.04795, -0.00516761
76, 192, 5.00823, -0.008348
76, 196, 4.98271, -0.00418583
80, 0, 4.99421, 0.00599688
80, 4, 4.99265, 0.0298363
80, 8, 4.99731, 0.0458568
80, 12, 5.01215, 0.0579045
80, 16, 5.04132, 0.0803412
80, 20, 5.08578, 0.117784
80, 24, 5.15075, 0.168808
80, 28, 5.30679, 0.267411
80, 32, 5.82722, 0.515236
80, 36, 7.00722, 0.957148
80, 40, 8.41293, 1.3274
80, 44, 9.25296, 1.27746
80, 48, 10.6105, 1.24131
80, 52, 12.3792, 1.33719
80, 56, 9.52899, 0.97689
80, 60, 3.82168, -0.291616
80, 64, 0.774134, -1.63817
80, 68, -1.14961, -2.2228
80, 72, -1.0415, -1.07633
80, 76, 0, 0
80, 80, 0, 0
80, 84, 0, 0
80, 88, 0, 0
80, 92, 0, 0
80, 96, 0, 0
80, 100, 0, 0
80, 104, 0, 0
80, 108, 0, 0
80, 112, 0, 0
80, 116, 0, 0
80, 120, 0, 0
80, 124, 0, 0
80, 128, -1.37833, 1.41602
80, 132, -1.65901, 2.69405
80, 136, 0.311867, 2.09361
80, 140, 3.35465, 0.898188
80, 144, 8.30433, -0.526064
80, 148, 12.6736, -1.22258
80, 152, 11.2182, -1.2441
80, 156, 9.51822, -1.24194
80, 160, 8.6645, -1.33598
80, 164, 7.3052, -1.0129
80, 168, 6.02879, -0.54855
80, 172, 5.41208, -0.269645
80, 176, 5.21435, -0.158285
80, 180, 5.13171, -0.103996
80, 184, 5.07547, -0.0651862
80, 188, 5.03665, -0.0430052
80, 192, 5.01319, -0.0324869
80, 196, 5.00047, -0.0175789
84, 0, 4.97, 0.00231281
84, 4, 4.96702, 0.0287704
84, 8, 4.9675, 0.0514933
84, 12, 4.97605, 0.074694
84, 16, 4.99398, 0.109089
84, 20, 5.01885, 0.154743
84, 24, 5.05096, 0.208749
84, 28, 5.12443, 0.295417
84, 32, 5.45417, 0.499624
84, 36, 6.48109, 0.921019
84, 40, 8.10933, 1.42405
84, 44, 9.37443, 1.60695
84, 48, 10.4938, 1.54344
84, 52, 12.3181, 1.67954
84, 56, 10.3685, 1.29389
84, 60, 5.18968, 0.0205477
84, 64, 1.79135, -1.10722
84, 68, -0.610362, -2.0897
84, 72, -2.10089, -2.96429
84, 76, -1.78179, -2.41226
84, 80, 0, 0
84, 84, 0, 0
84, 88, 0, 0
84, 92, 0, 0
84, 96, 0, 0
84, 100, 0, 0
84, 104, 0, 0
84, 108, 0, 0
84, 112, 0, 0
84, 116, 0, 0
84, 120, 0, 0
84, 124, -1.99392, 2.60558
84, 128, -2.46553, 3.04755
84, 132, -1.10208, 2.16944
84, 136, 1.19404, 1.36418
84, 140, 4.62425, 0.275706
84, 144, 9.56494, -1.1751
84, 148, 12.7963, -1.88301
84, 152, 11.036, -1.69436
84, 156, 9.62764, -1.67235
84, 160, 8.41229, -1.51941
84, 164, 6.7595, -1.0007
84, 168, 5.61977, -0.537849
84, 172, 5.21311, -0.306981
84, 176, 5.11112, -0.211458
84, 180, 5.06403, -0.153423
84, 184, 5.02726, -0.104523
84, 188, 4.99924, -0.0689693
84, 192, 4.98204, -0.0463001
84, 196, 4.974, -0.0240647
88, 0, 4.90458, -0.000885179
88, 4, 4.90266, 0.0272844
88, 8, 4.90443, 0.0555284
88, 12, 4.91207, 0.0864531
88, 16, 4.9249, 0.126498
88, 20, 4.93937, 0.174277
88, 24, 4.95171, 0.227436
88, 28, 4.9695, 0.301354
88, 32, 5.12807, 0.458699
88, 36, 5.92228, 0.837338
88, 40, 7.57758, 1.40936
88, 44, 9.26474, 1.85017
88, 48, 10.4223, 1.95092
88, 52, 12.1487, 2.21616
88, 56, 11.3157, 2.08246
88, 60, 6.53448, 0.795355
88, 64, 2.62629, -0.395818
88, 68, 0.0567777, -0.90139
88, 72, -1.27637, -1.56155
88, 76, -2.05119, -2.62794
88, 80, -1.90153, -3.00431
88, 84, -0.946508, -1.78403
88, 88, 0, 0
88, 92, 0, 0
88, 96, 0, 0
88, 100, 0, 0
88, 104, 0, 0
88, 108, 0, 0
88, 112, 0, 0
88, 116, -0.932521, 1.73616
88, 120, -1.92302, 2.91482
88, 124, -2.18593, 2.48262
88, 128, -1.65073, 1.43765
88, 132, -0.659689, 1.00055
88, 136, 2.02917, 0.497061
88, 140, 6.0984, -0.87885
88, 144, 10.948, -2.47956
88, 148, 12.6059, -2.75257
88, 152, 10.7794, -2.24847
88, 156, 9.50684, -2.04702
88, 160, 7.85734, -1.56703
88, 164, 6.1499, -0.934564
88, 168, 5.25673, -0.506868
88, 172, 5.04503, -0.326469
88, 176, 5.00753, -0.244126
88, 180, 4.98193, -0.185529
88, 184, 4.95588, -0.132847
88, 188, 4.93312, -0.0899913
88, 192, 4.91728, -0.0581008
88, 196, 4.90872, -0.0293127
92, 0, 4.82576, -0.00370715
92, 4, 4.82548, 0.0278893
92, 8, 4.82955, 0.0606571
92, 12, 4.83758, 0.0965891
92, 16, 4.84856, 0.139185
92, 20, 4.8572, 0.183391
92, 24, 4.85494, 0.225346
92, 28, 4.83563, 0.273153
92, 32, 4.86052, 0.363276
92, 36, 5.36313, 0.648194
92, 40, 6.87131, 1.24252
92, 44, 8.78405, 1.91162
92, 48, 10.1896, 2.36475
92, 52, 11.6517, 2.86554
92, 56, 11.9388, 3.30936
92, 60, 8.01608, 2.30665
92, 64, 3.59532, 0.985611
92, 68, 0.106179, 0.364826
92, 72, -0.776758, 0.38096
92, 76, -1.13877, -0.316994
92, 80, -1.54129, -1.33131
92, 84, -1.49565, -1.92777
92, 88, -1.11857, -1.85047
92, 92, -0.675052, -1.54446
92, 96, -0.41601, -0.717248
92, 100, -0.346908, -0.0234138
92, 104, -0.408052, 0.670311
92, 108, -0.65732, 1.48164
92, 112, -1.07964, 1.77762
92, 116, -1.44227, 1.82476
92, 120, -1.50066, 1.16477
92, 124, -1.2546, 0.123143
92, 128, -1.28428, -0.509408
92, 132, -0.534911, -0.643202
92, 136, 3.18503, -1.52774
92, 140, 7.77981, -3.01554
92, 144, 11.8138, -4.17261
92, 148, 11.842, -3.54001
92, 152, 10.3491, -2.76676
92, 156, 8.95851, -2.19361
92, 160, 7.07425, -1.42981
92, 164, 5.52605, -0.756631
92, 168, 4.95421, -0.422551
92, 172, 4.89786, -0.311829
92, 176, 4.90344, -0.254683
92, 180, 4.89467, -0.206169
92, 184, 4.87596, -0.155779
92, 188, 4.85623, -0.108678
92, 192, 4.84102, -0.0701768
92, 196, 4.83096, -0.0358671
96, 0, 4.74624, -0.00629623
96, 4, 4.74875, 0.0320922
96, 8, 4.75805, 0.0687347
96, 12, 4.76913, 0.106682
96, 16, 4.77788, 0.147799
96, 20, 4.77894, 0.183122
96, 24, 4.76621, 0.207733
96, 28, 4.7321, 0.223881
96, 32, 4.68887, 0.238711
96, 36, 4.90123, 0.362773
96, 40, 6.0603, 0.867942
96, 44, 7.95369, 1.6932
96, 48, 9.56463, 2.5302
96, 52, 10.7813, 3.36586
96, 56, 11.6031, 4.46028
96, 60, 9.15798, 4.51975
96, 64, 4.62882, 3.58059
96, 68, 0.456479, 2.69278
96, 72, -0.713813, 2.18722
96, 76, -0.367369, 1.67692
96, 80, -0.730798, 0.772951
96, 84, -1.07238, -0.0261125
96, 88, -1.1464, -0.461448
96, 92, -1.06919, -0.544986
96, 96, -0.96814, -0.348737
96, 100, -0.933496, -0.0238887
96, 104, -0.956513, 0.301795
96, 108, -1.04195, 0.497128
96, 112, -1.08713, 0.401073
96, 116, -0.964987, -0.0725233
96, 120, -0.651105, -0.901018
96, 124, -0.507103, -1.79295
96, 128, -1.04154, -2.45842
96, 132, 0.197746, -3.35374
96, 136, 4.42341, -4.56657
96, 140, 8.9773, -5.58658
96, 144, 11.3062, -5.30623
96, 148, 10.6714, -3.95455
96, 152, 9.56034, -2.93622
96, 156, 8.01765, -1.97488
96, 160, 6.17298, -1.05051
96, 164, 5.00072, -0.472421
96, 168, 4.75266, -0.307027
96, 172, 4.78034, -0.273507
96, 176, 4.80556, -0.246971
96, 180, 4.81041, -0.215091
96, 184, 4.80173, -0.172898
96, 188, 4.7858, -0.126105
96, 192, 4.76845, -0.0843674
96, 196, 4.75373, -0.0454542
100, 0, 4.66922, -0.00856508
100, 4, 4.67393, 0.0412811
100, 8, 4.68881, 0.0829601
100, 12, 4.70511, 0.118606
100, 16, 4.71347, 0.151511
100, 20, 4.70934, 0.175045
100, 24, 4.69285, 0.184781
100, 28, 4.66317, 0.177941
100, 32, 4.62029, 0.141334
100, 36, 4.6605, 0.10187
100, 40, 5.31239, 0.340401
100, 44, 6.89949, 1.14621
100, 48, 8.52124, 2.2323
100, 52, 9.61902, 3.38556
100, 56, 10.2737, 4.77253
100, 60, 9.1417, 5.97792
100, 64, 5.38295, 5.95373
100, 68, 1.4046, 5.03683
100, 72, -0.0311218, 3.83893
100, 76, 0.274125, 2.93111
100, 80, 0.0565027, 2.17083
100, 84, -0.430747, 1.40875
100, 88, -0.769113, 0.793656
100, 92, -0.947147, 0.377948
100, 96, -1.02027, 0.13154
100, 100, -1.03205, -0.0190473
100, 104, -1.00843, -0.16916
100, 108, -0.914397, -0.417194
100, 112, -0.688529, -0.842454
100, 116, -0.301366, -1.46335
100, 120, 0.119658, -2.20511
100, 124, 0.208873, -2.99063
100, 128, -0.0746448, -4.05462
100, 132, 1.50292, -5.48396
100, 136, 5.34301, -6.59029
100, 140, 8.75862, -6.53452
100, 144, 9.78895, -5.21719
100, 148, 9.35563, -3.77097
100, 152, 8.39422, -2.52771
100, 156, 6.86731, -1.3605
100, 160, 5.35304, -0.492884
100, 164, 4.71086, -0.205483
100, 168, 4.66039, -0.215086
100, 172, 4.69755, -0.234454
100, 176, 4.72268, -0.230314
100, 180, 4.73464, -0.213175
100, 184, 4.73372, -0.18307
100, 188, 4.7197, -0.144327
100, 192, 4.69786, -0.104133
100, 196, 4.67816, -0.0594519
104, 0, 4.59315, -0.0104404
104, 4, 4.59675, 0.0517417
104, 8, 4.61093, 0.101391
104, 12, 4.62954, 0.133963
104, 16, 4.64053, 0.154428
104, 20, 4.6379, 0.164843
104, 24, 4.62527, 0.165554
104, 28, 4.61055, 0.152982
104, 32, 4.60267, 0.108059
104, 36, 4.63089, 0.00667982
104, 40, 4.89543, -0.0509108
104, 44, 5.84739, 0.373394
104, 48, 7.23429, 1.42928
104, 52, 8.26022, 2.71111
104, 56, 8.69819, 4.09617
104, 60, 8.06343, 5.50451
104, 64, 5.58952, 6.20045
104, 68, 2.5334, 5.70638
104, 72, 1.17514, 4.4742
104, 76, 1.00558, 3.45665
104, 80, 0.709126, 2.75812
104, 84, 0.230038, 2.10709
104, 88, -0.196751, 1.48279
104, 92, -0.497463, 0.922614
104, 96, -0.668194, 0.431459
104, 100, -0.71468, -0.0128326
104, 104, -0.655408, -0.456742
104, 108, -0.460876, -0.9478
104, 112, -0.116108, -1.50323
104, 116, 0.337226, -2.1039
104, 120, 0.762212, -2.72892
104, 124, 1.00938, -3.44667
104, 128, 1.2436, -4.499
104, 132, 2.69552, -5.69963
104, 136, 5.55678, -6.12558
104, 140, 7.66683, -5.47179
104, 144, 8.26429, -4.19454
104, 148, 7.96446, -2.86382
104, 152, 7.0529, -1.57461
104, 156, 5.77539, -0.511768
104, 160, 4.89659, -0.0729792
104, 164, 4.64895, -0.102883
104, 168, 4.62346, -0.18267
104, 172, 4.63152, -0.212138
104, 176, 4.645, -0.21412
104, 180, 4.65562, -0.206404
104, 184, 4.65554, -0.190312
104, 188, 4.64096, -0.164625
104, 192, 4.61831, -0.127264
104, 196, 4.60028, -0.0739752
108, 0, 4.49526, -0.0121084
108, 4, 4.4969, 0.0587555
108, 8, 4.50642, 0.117552
108, 12, 4.52244, 0.150995
108, 16, 4.53685, 0.161748
108, 20, 4.54316, 0.161141
108, 24, 4.54415, 0.158579
108, 28, 4.55034, 0.15461
108, 32, 4.57729, 0.133603
108, 36, 4.64956, 0.0702376
108, 40, 4.82529, -0.0348177
108, 44, 5.25821, -0.0272802
108, 48, 6.0639, 0.457666
108, 52, 6.90487, 1.48438
108, 56, 7.29249, 2.73257
108, 60, 6.84798, 3.98899
108, 64, 5.25175, 4.88952
108, 68, 3.29533, 4.86517
108, 72, 2.18935, 4.11955
108, 76, 1.67091, 3.39041
108, 80, 1.25512, 2.80144
108, 84, 0.815207, 2.24744
108, 88, 0.40678, 1.68626
108, 92, 0.0851997, 1.11873
108, 96, -0.114618, 0.552909
108, 100, -0.174463, -0.00571997
108, 104, -0.101632, -0.563294
108, 108, 0.118706, -1.12501
108, 112, 0.468872, -1.67857
108, 116, 0.888639, -2.21103
108, 120, 1.2998, -2.74126
108, 124, 1.69211, -3.32884
108, 128, 2.23332, -4.04034
108, 132, 3.34434, -4.70961
108, 136, 5.17477, -4.64312
108, 140, 6.58661, -3.7716
108, 144, 6.98349, -2.64125
108, 148, 6.65803, -1.49244
108, 152, 5.91377, -0.53816
108, 156, 5.19465, -0.0874977
108, 160, 4.80392, -0.0705946
108, 164, 4.64527, -0.156672
108, 168, 4.58165, -0.204257
108, 172, 4.55875, -0.212903
108, 176, 4.55383, -0.207816
108, 180, 4.55274, -0.204029
108, 184, 4.54575, -0.199668
108, 188, 4.53007, -0.184437
108, 192, 4.51212, -0.146594
108, 196, 4.5, -0.0842899
112, 0, 4.36483, -0.0135036
112, 4, 4.36665, 0.0634888
112, 8, 4.37391, 0.129201
112, 12, 4.38683, 0.167472
112, 16, 4.40481, 0.177029
112, 20, 4.42438, 0.172252
112, 24, 4.44457, 0.170826
112, 28, 4.472, 0.180579
112, 32, 4.52089, 0.192658
112, 36, 4.61308, 0.191957
112, 40, 4.78002, 0.18065
112, 44, 5.05996, 0.211779
112, 48, 5.46583, 0.414511
112, 52, 5.89777, 0.944508
112, 56, 6.08707, 1.8283
112, 60, 5.71253, 2.86219
112, 64, 4.73008, 3.60658
112, 68, 3.59927, 3.74143
112, 72, 2.73435, 3.44885
112, 76, 2.14777, 3.01778
112, 80, 1.70049, 2.56437
112, 84, 1.30643, 2.09877
112, 88, 0.954288, 1.61315
112, 92, 0.668199, 1.09867
112, 96, 0.483832, 0.556452
112, 100, 0.426279, 0.00111672
112, 104, 0.495064, -0.552616
112, 108, 0.693629, -1.08862
112, 112, 0.994824, -1.58838
112, 116, 1.35054, -2.05118
112, 120, 1.73016, -2.49666
112, 124, 2.16093, -2.93921
112, 128, 2.73943, -3.35241
112, 132, 3.57931, -3.60864
112, 136, 4.63603, -3.45332
112, 140, 5.53191, -2.75524
112, 144, 5.88439, -1.80767
112, 148, 5.7341, -0.997428
112, 152, 5.35765, -0.503903
112, 156, 4.99522, -0.305354
112, 160, 4.74305, -0.265108
112, 164, 4.59353, -0.26529
112, 168, 4.51215, -0.255951
112, 172, 4.46946, -0.235387
112, 176, 4.44523, -0.218784
112, 180, 4.4266, -0.214764
112, 184, 4.40787, -0.215085
112, 188, 4.39025, -0.201606
112, 192, 4.37705, -0.159689
112, 196, 4.36861, -0.091369
116, 0, 4.23145, -0.0140748
116, 4, 4.23302, 0.0676953
116, 8, 4.23787, 0.137753
116, 12, 4.24744, 0.182377
116, 16, 4.26605, 0.19961
116, 20, 4.29564, 0.199862
116, 24, 4.3332, 0.202948
116, 28, 4.37813, 0.22454
116, 32, 4.4376, 0.263361
116, 36, 4.52523, 0.31053
116, 40, 4.65675, 0.370628
116, 44, 4.84036, 0.479459
116, 48, 5.05565, 0.703082
116, 52, 5.22789, 1.10352
116, 56, 5.2248, 1.67457
116, 60, 4.92157, 2.28832
116, 64, 4.32772, 2.74086
116, 68, 3.61802, 2.90784
116, 72, 2.97303, 2.81868
116, 76, 2.45635, 2.56996
116, 80, 2.04688, 2.23482
116, 84, 1.70735, 1.85046
116, 88, 1.41813, 1.43385
116, 92, 1.18555, 0.984937
116, 96, 1.03402, 0.504059
116, 100, 0.985283, 0.00656386
116, 104, 1.04224, -0.489333
116, 108, 1.20232, -0.96421
116, 112, 1.44195, -1.40123
116, 116, 1.73081, -1.80211
116, 120, 2.06107, -2.17179
116, 124, 2.4569, -2.4964
116, 128, 2.95764, -2.73454
116, 132, 3.5769, -2.81267
116, 136, 4.24661, -2.64849
116, 140, 4.80164, -2.22753
116, 144, 5.09159, -1.66392
116, 148, 5.1098, -1.13626
116, 152, 4.96524, -0.760199
116, 156, 4.77664, -0.544842
116, 160, 4.61376, -0.435182
116, 164, 4.49695, -0.370666
116, 168, 4.41937, -0.318302
116, 172, 4.3665, -0.274426
116, 176, 4.32588, -0.248042
116, 180, 4.29132, -0.240533
116, 184, 4.26389, -0.236467
116, 188, 4.24672, -0.215921
116, 192, 4.23784, -0.168378
116, 196, 4.23313, -0.0964144
120, 0, 4.12138, -0.0137653
120, 4, 4.12102, 0.0688862
120, 8, 4.12084, 0.141866
120, 12, 4.12527, 0.193471
120, 16, 4.14031, 0.223751
120, 20, 4.17187, 0.238235
120, 24, 4.2189, 0.250803
120, 28, 4.27466, 0.28018
120, 32, 4.33638, 0.332816
120, 36, 4.40833, 0.404387
120, 40, 4.49608, 0.496628
120, 44, 4.59774, 0.630108
120, 48, 4.69327, 0.838286
120, 52, 4.73642, 1.14299
120, 56, 4.66312, 1.52236
120, 60, 4.42419, 1.9005
120, 64, 4.02819, 2.18676
120, 68, 3.54827, 2.32556
120, 72, 3.07201, 2.30801
120, 76, 2.65334, 2.15923
120, 80, 2.30709, 1.91293
120, 84, 2.02498, 1.59838
120, 88, 1.79436, 1.24077
120, 92, 1.61361, 0.851339
120, 96, 1.49579, 0.4362
120, 100, 1.4568, 0.0102153
120, 104, 1.50094, -0.41443
120, 108, 1.62345, -0.824675
120, 112, 1.80697, -1.20559
120, 116, 2.03551, -1.55304
120, 120, 2.30999, -1.85818
120, 124, 2.6446, -2.09757
120, 128, 3.04832, -2.24133
120, 132, 3.50501, -2.25703
120, 136, 3.96169, -2.12576
120, 140, 4.33789, -1.86057
120, 144, 4.56906, -1.51161
120, 148, 4.64829, -1.1595
120, 152, 4.61943, -0.873889
120, 156, 4.54014, -0.675982
120, 160, 4.45268, -0.546174
120, 164, 4.3759, -0.453708
120, 168, 4.31216, -0.380115
120, 172, 4.25665, -0.324685
120, 176, 4.20576, -0.291898
120, 180, 4.16268, -0.275789
120, 184, 4.13422, -0.258335
120, 188, 4.12137, -0.225592
120, 192, 4.11841, -0.17168
120, 196, 4.11979, -0.0969899
124, 0, 4.03021, -0.0129791
124, 4, 4.02922, 0.0668058
124, 8, 4.02682, 0.141408
124, 12, 4.02841, 0.20022
124, 16, 4.03919, 0.243882
124, 20, 4.0645, 0.2765
124, 24, 4.10671, 0.30319
124, 28, 4.15942, 0.338186
124, 32, 4.21434, 0.393652
124, 36, 4.26872, 0.470734
124, 40, 4.3222, 0.568926
124, 44, 4.37003, 0.699096
124, 48, 4.39798, 0.877801
124, 52, 4.37984, 1.11009
124, 56, 4.2846, 1.37443
124, 60, 4.09275, 1.62202
124, 64, 3.80958, 1.80773
124, 68, 3.46693, 1.90806
124, 72, 3.10995, 1.91067
124, 76, 2.7782, 1.81634
124, 80, 2.49503, 1.63465
124, 84, 2.26605, 1.37896
124, 88, 2.08511, 1.07155
124, 92, 1.94751, 0.731499
124, 96, 1.85896, 0.373437
124, 100, 1.82923, 0.0122936
124, 104, 1.8617, -0.347714
124, 108, 1.95248, -0.702045
124, 112, 2.09052, -1.03651
124, 116, 2.26869, -1.33782
124, 120, 2.49126, -1.58815
124, 124, 2.76479, -1.76636
124, 128, 3.0845, -1.85898
124, 132, 3.42753, -1.85752
124, 136, 3.75568, -1.76447
124, 140, 4.02711, -1.59349
124, 144, 4.2136, -1.36476
124, 148, 4.31095, -1.11875
124, 152, 4.33677, -0.901015
124, 156, 4.31894, -0.732243
124, 160, 4.28105, -0.607682
124, 164, 4.23609, -0.511573
124, 168, 4.18866, -0.434314
124, 172, 4.13949, -0.377328
124, 176, 4.09162, -0.339832
124, 180, 4.05333, -0.310476
124, 184, 4.03106, -0.27576
124, 188, 4.02274, -0.230311
124, 192, 4.02325, -0.169582
124, 196, 4.02751, -0.0933603
128, 0, 3.94381, -0.0122916
128, 4, 3.94418, 0.065461
128, 8, 3.94467, 0.140996
128, 12, 3.94788, 0.205657
128, 16, 3.95717, 0.258714
128, 20, 3.97456, 0.304769
128, 24, 4.00258, 0.34507
128, 28, 4.04, 0.386318
128, 32, 4.08002, 0.440873
128, 36, 4.11641, 0.514323
128, 40, 4.1458, 0.606194
128, 44, 4.16336, 0.72196
128, 48, 4.15874, 0.869996
128, 52, 4.11663, 1.04888
128, 56, 4.02142, 1.24053
128, 60, 3.86477, 1.4105
128, 64, 3.64998, 1.53192
128, 68, 3.39254, 1.59776
128, 72, 3.11867, 1.60211
128, 76, 2.85683, 1.53907
128, 80, 2.62821, 1.40483
128, 84, 2.44239, 1.19803
128, 88, 2.29749, 0.93338
128, 92, 2.19045, 0.634885
128, 96, 2.12432, 0.323548
128, 100, 2.10249, 0.0132603
128, 104, 2.1254, -0.295978
128, 108, 2.19221, -0.604614
128, 112, 2.29844, -0.899781
128, 116, 2.4404, -1.16108
128, 120, 2.62096, -1.36537
128, 124, 2.84213, -1.49856
128, 128, 3.0949, -1.56167
128, 132, 3.35884, -1.55942
128, 136, 3.60645, -1.49999
128, 140, 3.81326, -1.38954
128, 144, 3.9657, -1.23269
128, 148, 4.0613, -1.05379
128, 152, 4.10767, -0.885875
128, 156, 4.11881, -0.746524
128, 160, 4.10852, -0.63671
128, 164, 4.08618, -0.54796
128, 168, 4.05618, -0.475433
128, 172, 4.02169, -0.420309
128, 176, 3.9888, -0.377529
128, 180, 3.96426, -0.33552
128, 184, 3.94965, -0.287958
128, 188, 3.9429, -0.23336
128, 192, 3.94197, -0.167112
128, 196, 3.94314, -0.0904199
132, 0, 3.85808, -0.0120324
132, 4, 3.86094, 0.0680327
132, 8, 3.86642, 0.144411
132, 12, 3.87231, 0.212179
132, 16, 3.881, 0.270666
132, 20, 3.89383, 0.322995
132, 24, 3.91095, 0.371144
132, 28, 3.93312, 0.418096
132, 32, 3.95744, 0.471612
132, 36, 3.9776, 0.538701
132, 40, 3.98933, 0.621145
132, 44, 3.98898, 0.721238
132, 48, 3.96918, 0.842453
132, 52, 3.92018, 0.981814
132, 56, 3.83317, 1.12415
132, 60, 3.70338, 1.24283
132, 64, 3.53331, 1.32038
132, 68, 3.33309, 1.35941
132, 72, 3.12012, 1.36118
132, 76, 2.91386, 1.31743
132, 80, 2.72924, 1.21669
132, 84, 2.57484, 1.04772
132, 88, 2.45227, 0.818684
132, 92, 2.36279, 0.557244
132, 96, 2.30988, 0.285407
132, 100, 2.29294, 0.0135178
132, 104, 2.3098, -0.257404
132, 108, 2.36222, -0.52739
132, 112, 2.45014, -0.787131
132, 116, 2.56971, -1.01462
132, 120, 2.71961, -1.18295
132, 124, 2.89849, -1.28413
132, 128, 3.09816, -1.32887
132, 132, 3.30402, -1.32957
132, 136, 3.49726, -1.29622
132, 140, 3.66171, -1.22727
132, 144, 3.78845, -1.11811
132, 148, 3.87541, -0.984892
132, 152, 3.92696, -0.853839
132, 156, 3.95106, -0.739912
132, 160, 3.95666, -0.645295
132, 164, 3.95058, -0.566072
132, 168, 3.93602, -0.500412
132, 172, 3.91683, -0.44716
132, 176, 3.89894, -0.399724
132, 180, 3.88519, -0.350746
132, 184, 3.87511, -0.29731
132, 188, 3.86882, -0.237512
132, 192, 3.86484, -0.168736
132, 196, 3.86048, -0.0920499
136, 0, 3.79232, -0.0117267
136, 4, 3.79644, 0.0743973
136, 8, 3.80325, 0.150816
136, 12, 3.80831, 0.21825
136, 16, 3.81371, 0.279707
136, 20, 3.82212, 0.33547
136, 24, 3.83349, 0.386928
136, 28, 3.84768, 0.437365
136, 32, 3.86368, 0.490163
136, 36, 3.87606, 0.550171
136, 40, 3.87844, 0.621723
136, 44, 3.86703, 0.706866
136, 48, 3.83818, 0.80623
136, 52, 3.78656, 0.91612
136, 56, 3.70674, 1.02303
136, 60, 3.59613, 1.1054
136, 64, 3.45754, 1.15259
136, 68, 3.29901, 1.17323
136, 72, 3.13224, 1.1726
136, 76, 2.96892, 1.14027
136, 80, 2.81785, 1.06082
136, 84, 2.68585, 0.918525
136, 88, 2.57723, 0.718248
136, 92, 2.49649, 0.490019
136, 96, 2.44827, 0.25327
136, 100, 2.43249, 0.013262
136, 104, 2.44715, -0.226034
136, 108, 2.49366, -0.461647
136, 112, 2.57204, -0.68917
136, 116, 2.67753, -0.88908
136, 120, 2.80554, -1.03181
136, 124, 2.95201, -1.11243
136, 128, 3.11036, -1.14623
136, 132, 3.27196, -1.14947
136, 136, 3.42565, -1.13383
136, 140, 3.56059, -1.09341
136, 144, 3.66948, -1.01809
136, 148, 3.74963, -0.917939
136, 152, 3.80325, -0.81457
136, 156, 3.83524, -0.721384
136, 160, 3.85044, -0.641124
136, 164, 3.85219, -0.572553
136, 168, 3.84408, -0.514082
136, 172, 3.83226, -0.462
136, 176, 3.82182, -0.41183
136, 180, 3.81358, -0.360295
136, 184, 3.8077, -0.303923
136, 188, 3.80436, -0.241578
136, 192, 3.80093, -0.173716
136, 196, 3.79536, -0.09757
140, 0, 3.77078, -0.0109288
140, 4, 3.77263, 0.0791235
140, 8, 3.77348, 0.153896
140, 12, 3.77174, 0.219743
140, 16, 3.77015, 0.283097
140, 20, 3.77158, 0.342489
140, 24, 3.77762, 0.397496
140, 28, 3.78804, 0.451146
140, 32, 3.80144, 0.504599
