0 0 -3.2424e-49
0 1 6.78074e-49
0 2 5.79877e-48
0 3 1.3931e-47
0 4 4.49865e-47
0 5 5.72794e-46
0 6 1.19403e-45
0 7 6.47518e-45
0 8 1.11077e-43
0 9 1.52823e-43
0 10 -1.94289e-42
0 11 -4.82577e-41
0 12 -1.94538e-40
0 13 -2.08535e-40
0 14 4.46574e-40
0 15 1.58946e-39
0 16 2.47157e-39
0 17 1.56574e-39
0 18 1.38749e-38
0 19 -1.22797e-37
0 20 -5.44282e-37
0 21 -5.41837e-37
0 22 -1.54971e-37
0 23 1.42416e-36
0 24 5.85435e-36
0 25 4.166e-36
0 26 3.03706e-36
0 27 1.1235e-35
0 28 -1.42082e-36
0 29 -2.71309e-35
0 30 1.04095e-34
0 31 7.80862e-35
0 32 -8.32291e-34
0 33 5.90195e-33
0 34 4.53511e-33
0 35 -1.05725e-32
0 36 -4.92951e-31
0 37 -6.88756e-31
0 38 3.52186e-30
0 39 -2.94286e-29
0 40 -6.2899e-29
0 41 1.89366e-27
0 42 4.33952e-27
0 43 5.37652e-28
0 44 1.71442e-26
0 45 1.73356e-25
0 46 1.07195e-24
0 47 1.5797e-24
0 48 7.95001e-25
0 49 8.85602e-25
0 50 1.88857e-24
0 51 5.25418e-25
0 52 1.03841e-25
0 53 2.61009e-26
0 54 -2.13285e-28
0 55 -1.83465e-27
0 56 2.61547e-28
0 57 5.01693e-27
0 58 5.305e-27
0 59 -1.19023e-27
0 60 -5.0421e-27
0 61 -1.19023e-27
0 62 5.305e-27
0 63 5.01693e-27
0 64 2.61547e-28
0 65 -1.83465e-27
0 66 -2.13285e-28
0 67 2.61009e-26
0 68 1.03841e-25
0 69 5.25418e-25
0 70 1.88857e-24
0 71 8.85602e-25
0 72 7.95001e-25
0 73 1.5797e-24
0 74 1.07195e-24
0 75 1.73356e-25
0 76 1.71442e-26
0 77 5.37653e-28
0 78 4.33952e-27
0 79 1.89366e-27
0 80 -6.2899e-29
0 81 -2.94286e-29
0 82 3.52186e-30
0 83 -6.88756e-31
0 84 -4.92951e-31
0 85 -1.05725e-32
